,tweet,tweet_clean
2382,Ditangkap krn narkoba kaget. Kl ditangkp krn ada hub dgn Saracen kaget gak? Anies sandi,ditangkap krn narkoba kaget kl ditangkp krn ada hub dgn saracen kaget gak anies sandi
2383,USER Mudahan presiden 2019 membawa indonesia diposisi yangbagus kisi dan misix,mudahan presiden      membawa indonesia diposisi yangbagus kisi dan misix
2384,USER Terkutuk maling2 negara...karma hampiri kalian',terkutuk maling  negara karma hampiri kalian
2385,"USER USER Asal jangan cuma galak ke akun2 anti rezim, sementara thd akun2 penyebar fitnah &amp; kebencian yg pro rezim belaga ngga liat, itu sih sama aja bo\xe2\x80\x99ong. Semoga Twitter lebih profesional daripada medsos2 \xe2\x80\x9cyang lain",asal jangan cuma galak ke akun  anti rezim sementara thd akun  penyebar fitnah kebencian yg pro rezim belaga ngga liat itu sih sama aja bo ong semoga twitter lebih profesional daripada medsos  yang lain
2386,KERJA TULUS DIKTATOR JOKOWI TUKANG MUNGKIR JANJI YANG MELUDAHI MAYAT KORBAN GENOSIDA THN 1965-1966 DAN PEMBATAIAN LAINNYA,kerja tulus diktator jokowi tukang mungkir janji yang meludahi mayat korban genosida thn           dan pembataian lainnya
2387,"Bantu ekonomi sesama sendiri, fair n square. ð???",bantu ekonomi sesama sendiri fair n square d
2388,Mewoh Dampingi Gubernur OD Hadiri Acara Puncak Festival Paskah GFG 2018,mewoh dampingi gubernur od hadiri acara puncak festival paskah gfg     
2389,Ngocok memek enak kali ya..',ngocok memek enak kali ya
2390,USER Sejak bila hg pki hitam',sejak bila hg pki hitam
2391,"Ini lho mengkritik yg dimaui pak USER yaitu kritik tp ngasih solusi spt USER .. lha USER jg contoh pemimpin yg bener, dikritik malah bilang terimakasih..kalo pemimpin Kayak mereka semua, pasti Indonesia beres!! USER USER USER @",ini lho mengkritik yg dimaui pak yaitu kritik tp ngasih solusi spt lha jg contoh pemimpin yg bener dikritik malah bilang terimakasih kalo pemimpin kayak mereka semua pasti indonesia beres
2392,USER Good job Mr gubernur DKI,good job mr gubernur dki
2393,USER gasuka sm org yg playvictim ew najis',gasuka sm org yg playvictim ew najis
2394,Akankah Partai Bulan Bintang akan semakin menguat posisinya pada pemilu 2019?,akankah paai bulan bintang akan semakin menguat posisinya pada pemilu     
2395,"Kakek nenek aku kristen, keduanya jadi mualaf setelah 2 anak dari total 11 anak. 2 anaknya gak ikut pindah islam, menurut mamaku sih mungkin kakek waktu itu pikir biarkan lah dia menemukan islam sendiri, 1 anak yg lahir muslim masuk kristen setelah menik",kakek nenek aku kristen keduanya jadi mualaf setelah   anak dari total    anak   anaknya gak ikut pindah islam menurut mamaku sih mungkin kakek waktu itu pikir biarkan lah dia menemukan islam sendiri   anak yg lahir muslim masuk kristen setelah menik
2396,USER Kalo gua bakal ngamuk &amp; ga kek begini responnya. Edan',kalo gua bakal ngamuk ga kek begini responnya edan
2397,USER USER USER Sy tidak melanjutkan ini sebb sudah terlihat sekali ucapan yg akan membabi buta.semoga ALLAH memberikan hidayah supaya hatinya terbuka dan menjadi manusia yang beriman serta mengimani ALLAH SUBHANAHU WA TA'ALA s,sy tidak melanjutkan ini sebb sudah terlihat sekali ucapan yg akan membabi buta semoga allah memberikan hidayah supaya hatinya terbuka dan menjadi manusia yang beriman sea mengimani allah subhanahu wa ta ala s
2398,RT USER: USER Bener bangettt....jasa dia memang luar biasa utk kemenangan Anies - Sandi USER USER,bener bangettt jasa dia memang luar biasa utk kemenangan anies sandi
2399,Presiden Jokowi Apresiasi Model Kerja Sama Bisnis Dalam Proyek BIJB Kertajati,presiden jokowi apresiasi model kerja sama bisnis dalam proyek bijb keajati
2400,USER Gara gara yang buat orang kafeer atau yahudi atau gimana. Coba aja mereka pake hp apasih emangnya hadeh. Ntar lama lama carrefour berubah nama jadi indomaret aja',gara gara yang buat orang kafeer atau yahudi atau gimana coba aja mereka pake hp apasih emangnya hadeh ntar lama lama carrefour berubah nama jadi indomaret aja
2401,"Dgn rasa ikan gurih dgn hrg mrah, bsa didptkn disini lho! Knjngi : Pmpek plmbng, jln wr supratman senggol budaya, Tohpati",dgn rasa ikan gurih dgn hrg mrah bsa didptkn disini lho knjngi pmpek plmbng jln wr supratman senggol budaya tohpati
2402,Si Ahok kampret emang gak becus kerja. Pencitraan mlulu tuh si Ahok kampret. URL,si ahok kampret emang gak becus kerja pencitraan mlulu tuh si ahok kampret url
2403,USER USER Kalau mau jadi Katolik aku bisa bantu mz',kalau mau jadi katolik aku bisa bantu mz
2404,"Atas dasar itulah, DPR diminta segera rampungkan revisi UU Terorisme untuk melindungi segenap bangsa Indonesia dari serangan keji teroris. #POLEMIKPemberantasanTerorisme'",atas dasar itulah dpr diminta segera rampungkan revisi uu terorisme untuk melindungi segenap bangsa indonesia dari serangan keji teroris
2405,"muke lu katrok, tampang & kelakuan sinkron",muke lu katrok tampang kelakuan sinkron
2406,USER Gua setan dongggg',gua setan dongggg
2407,"suka suka gwelah mau nulis halu kek. gila kek. sarap kek. sedeng kek. delusi kek. yang penting gue bukan anak rp, ga malu maluin image idol.'",suka suka gwelah mau nulis halu kek gila kek sarap kek sedeng kek delusi kek yang penting gue bukan anak rp ga malu maluin image idol
2408,"Saat beli tiket, mungkin kamu akan menemukan seorang tionghoa 40an tahun atau mbak mbak gemuk yg suka nyerobot antrian..'",saat beli tiket mungkin kamu akan menemukan seorang tionghoa   an tahun atau mbak mbak gemuk yg suka nyerobot antrian
2409,USER USER NGAKAK WKWKWKWKWWKWKWKWKWKWKWK BEGO',ngakak wkwkwkwkwwkwkwkwkwkwkwk bego
2410,"Juni 2013, Dir IMF rilis laporan yg nyatakan kegagalan kebijakan austerity di Yunani. ""Kepercayaan pasar tdk pulih, sistem perbankan kehilangan 30% simpanan &amp; dampak resesi lbh dlm lg dg angka pengangguran meroket""; ; sblmnya, Argentina jg gagal",juni      dir imf rilis laporan yg nyatakan kegagalan kebijakan austerity di yunani kepercayaan pasar tdk pulih sistem perbankan kehilangan    simpanan dampak resesi lbh dlm lg dg angka pengangguran meroket sblmnya argentina jg gagal
2411,USER /kepeluk dari belakang; senyum/ mau apa hm? /rasain jarinya masuk mainin memek/ mhh /elusin tangannya/',kepeluk dari belakang senyum mau apa hm rasain jarinya masuk mainin memek mhh elusin tangannya
2412,"Gak tahu malu ya.. gunakan uang rakyat untuk ""menyuap"" rakyat, demi elektabilitas.; #2019GantiPresiden",gak tahu malu ya gunakan uang rakyat untuk menyuap rakyat demi elektabilitas
2413,"Tanpa Budaya yang bermoral, manusia tidak akan selamat.",tanpa budaya yang bermoral manusia tidak akan selamat
2414,USER USER USER Subhanallah... Semoga jokowi berpasangan dg cak imin. Duet presiden dan wakil presiden yg akan membawa indonesia ke arah kemajuan dan keberadaban,subhanallah semoga jokowi berpasangan dg cak imin duet presiden dan wakil presiden yg akan membawa indonesia ke arah kemajuan dan keberadaban
2415,"USER USER Prestasi ditingkat yunior aja kalian sudah pada heboh luar biasa.\nKalian lupakan org2 kristen yg juara dunia dan jadi legenda kayak Elly Pical,Nico Thomas dan Chris John.\n\nShaloom'",prestasi ditingkat yunior aja kalian sudah pada heboh luar biasa kalian lupakan org  kristen yg juara dunia dan jadi legenda kayak elly pical nico thomas dan chris john shaloom
2416,"Jokowi harus segera di lengserkan dan di ganti oleh Ahmad Heryawan. Cebong jgn nyolot, saya Hanya Beri Contoh lo",jokowi harus segera di lengserkan dan di ganti oleh ahmad heryawan cebong jgn nyolot saya hanya beri contoh lo
2417,"Bagian dari melestarikan dungu & biadab Islam, melestarikan dukungan terhadap teroris Islam",bagian dari melestarikan dungu biadab islam melestarikan dukungan terhadap teroris islam
2418,"Wah, kasihan relawan komisaris bisa minder ketemu Boss orang bule. Brekekekekekek",wah kasihan relawan komisaris bisa minder ketemu boss orang bule brekekekekekek
2419,"Berita ini sudah Anda twitt tgl 18 Pak Lukman, yg ditunggu rakyat Penjelasan Anda tentang Indonesia Baru Tanpa Islam",berita ini sudah anda twitt tgl    pak lukman yg ditunggu rakyat penjelasan anda tentang indonesia baru tanpa islam
2420,Ulama itu punya bashirah utk melihat yg maslahah bagi umat. Cerita Nabi Khidir dg Nabi Musa bisa jadi pelajaran utk kehidupan yg menatap ke depan meskipun keputusannya saat itu terasa menyalahi keyakinan.,ulama itu punya bashirah utk melihat yg maslahah bagi umat cerita nabi khidir dg nabi musa bisa jadi pelajaran utk kehidupan yg menatap ke depan meskipun keputusannya saat itu terasa menyalahi keyakinan
2421,Guru Besar Fakultas Ilmu Sosial dan Politik (FISIP) Universitas Padjajaran Profesor Obsatar Sinaga memberikan pandangannya terhadap program yang diusung oleh pasangan Calon Gubernur dan Wakil Gubernur Jawa Barat nomor urut 2 HASANAH; #KitaHasanah; #Hasana,guru besar fakultas ilmu sosial dan politik fisip universitas padjajaran profesor obsatar sinaga memberikan pandangannya terhadap program yang diusung oleh pasangan calon gubernur dan wakil gubernur jawa barat nomor urut   hasanah
2422,USER USER Gak sambil nyabu kan itu ya?,gak sambil nyabu kan itu ya
2423,"Kalau bukan negara beragama.ya hapus sila pertama pancasila.memangnya kristen,budha,hindu,Islam dan lain-lain...",kalau bukan negara beragama ya hapus sila peama pancasila memangnya kristen budha hindu islam dan lain lain
2424,"USER JOKOWI ITU BAIK, NGIBUL NYA ITU YG JELEK, semoga #2019GantiPresiden Amin ya Allah",jokowi itu baik ngibul nya itu yg jelek semoga amin ya allah
2425,USER USER USER Siapa komunis nya??',siapa komunis nya
2426,Grafiknya di posisi papa minta saham dan bubarkan kpk URL,grafiknya di posisi papa minta saham dan bubarkan kpk url
2427,USER Pamor RK jadi seakan tak ada artinya jika parpol pengusungnya pendukung penista agama...,pamor rk jadi seakan tak ada ainya jika parpol pengusungnya pendukung penista agama
2428,"USER Ini namanya Pahlawan Kemalaman ???; Saran, sebelum buat laporan, coba tanyain apa Agama Si Abu Jande ini ??? ???; ; #2019GantiPresiden",ini namanya pahlawan kemalaman saran sebelum buat laporan coba tanyain apa agama si abu jande ini
2429,"USER ;\xe2\x80\x94 USER \n\n""Capek gue belajar terus.""\n""Bentar gue nak berak wkwk.""\n""Kunci motor yang mana?"" padahal motor elu sompret.\n""Mau greenteaaaaa.""\n""Pocky greentea.""\n""Pejoy greentea.""\n""I love you.""\n""Biar yang lain ninggalin gue, asal jangan lo.""\n""APASIH STORY NYA ITUUU GUE MUTE AJA.""'",capek gue belajar terus bentar gue nak berak wkwk kunci motor yang mana padahal motor elu sompret mau greenteaaaaa pocky greentea pejoy greentea i love you biar yang lain ninggalin gue asal jangan lo apasih story nya ituuu gue mute aja
2430,"USER di indonesia bukannya kalo timnas maen, sodara2 kristen &amp; non kristen juga ga bedoa sih ya? \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbd'",di indonesia bukannya kalo timnas maen sodara  kristen non kristen juga ga bedoa sih ya
2431,acara tv yang nemenin malem minggu,acara tv yang nemenin malem minggu
2432,#rlp disini banyak yeoja yg fwb ngentot rl &amp; foreplay *cuma ngasih tai',disini banyak yeoja yg fwb ngentot rl foreplay cuma ngasih tai
2433,dia enggak hebat. pengikutnya aja yang dungu bin idiot. URL,dia enggak hebat pengikutnya aja yang dungu bin idiot url
2434,"USER USER Digoreng itu bukan bid'ah tapi usluf, \n\nSama halnya dulu berhaji naik onta, kalau naik pesawat bid'ah.\n\nJangan salah faham donk""",digoreng itu bukan bid ah tapi usluf sama halnya dulu berhaji naik onta kalau naik pesawat bid ah jangan salah faham donk
2435,Bajingan lu silvy #DebatFinalPilkadaJKT,bajingan lu silvy
2436,USER Dih kntl.',dih kntl
2437,Pengacara: Rizieq Bisa Saja Belum Pulang sampai Jokowi di Lengserkan/Makar/Tak Lagi Presiden baru pulang & pake Daster lagi,pengacara rizieq bisa saja belum pulang sampai jokowi di lengserkan makar tak lagi presiden baru pulang pake daster lagi
2438,"sial, saya harus hidup di jaman dimana orang yang mengumbar kenakalannya dikagumi oleh remaja-remaja tolol'",sial saya harus hidup di jaman dimana orang yang mengumbar kenakalannya dikagumi oleh remaja remaja tolol
2439,"""""Tidak peduli apakah kucing itu berwarna hitam atau putih, yang penting bisa menangkap tikus."" Deng Xiaoping (1904-1997), pemimpin Partai Komunis China ""'",tidak peduli apakah kucing itu berwarna hitam atau putih yang penting bisa menangkap tikus deng xiaoping           pemimpin paai komunis china
2440,Aku suda delete tu post baru para bajingan tu online',aku suda delete tu post baru para bajingan tu online
2441,Kalau banyak LGBT di dunia ya habis deh manusia URL,kalau banyak lgbt di dunia ya habis deh manusia url
2442,USER Layanan garansi atau kebijakan pengembalian barang atau menukarkan barang kepada komsumen apabila barang yg dibeli Rusak atau cacat produksi secara gratis kepada gerai Hauz berlaku 7 Hari dari pembelian dng disertai struk belanja \n#Hauz,layanan garansi atau kebijakan pengembalian barang atau menukarkan barang kepada komsumen apabila barang yg dibeli rusak atau cacat produksi secara gratis kepada gerai hauz berlaku   hari dari pembelian dng diseai struk belanja
2443,SAM Ulasan Ekonomi Harian Rabu 18 April 2018; ; #reksadana; #reksadanasam; #samrisetharian; #beritaekonomi; #makroekonomi; #marketupdate; #samuelasetmanajemen,sam ulasan ekonomi harian rabu    april     
2444,USER USER USER Iya semua mulai dari ta* yang disebarin ahog.. makanya cebong macam lo makin subur\xf0\x9f\x98\x9c',iya semua mulai dari ta yang disebarin ahog makanya cebong macam lo makin subur
2445,Pantasnya jadi R1 nih Gubernur Indonesia cc Cep John ð???ð??¿ USER,pantasnya jadi r  nih gubernur indonesia cc cep john d d
2446,"RT USER: Nga inget kpn terakhir kali mimpi indah. Reality kek tai, mimpi masa tai jg :('",nga inget kpn terakhir kali mimpi indah reality kek tai mimpi masa tai jg
2447,kita bukan takut kita cuma mau ganyang pki bahaya kalo embrio iblisnya berkembang biak,kita bukan takut kita cuma mau ganyang pki bahaya kalo embrio iblisnya berkembang biak
2448,"si kunyuk makin gak jelas lama lama twitnya menggenapka generalisasi kaumnya , bacot tanpa mutu seperti yg sudah terlihat 2th terakhir disini.... sarap'",si kunyuk makin gak jelas lama lama twitnya menggenapka generalisasi kaumnya bacot tanpa mutu sepei yg sudah terlihat  th terakhir disini sarap
2449,USER Harga yahudi \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5',harga yahudi
2450,RT USER hahaha antek komunis kelojotan menjelang 30/sept... Kecebong adalah anak PKI!!!!,hahaha antek komunis kelojotan menjelang    sept kecebong adalah anak pki
2451,"USER Politik butuh orang beragama, tapi bukan agama dipolotikan kayak kamu jul eh koh eh tad...",politik butuh orang beragama tapi bukan agama dipolotikan kayak kamu jul eh koh eh tad
2452,"RT USER: kesel bat wa liat yg terlalu parnoan terus bikin video viral, ternyata dugaannya justru yg keliru.\n\nTipikal yg kalo nyebar h\xe2\x80\xa6'",kesel bat wa liat yg terlalu parnoan terus bikin video viral ternyata dugaannya justru yg keliru tipikal yg kalo nyebar h
2453,USER Klo NU CABANG KRISTEN GIMN?',klo nu cabang kristen gimn
2454,USER Jkw bukan orang kafir..',jkw bukan orang kafir
2455,USER Cebong mana ngerti wkwkw',cebong mana ngei wkwkw
2456,"*lagi jalan2 ke ptc*\n\nAyah : ada pameran. Ayo\nAq : ayo. Pameran apa?\nAyah : pameran budha-budha gt.\nAq : (dalam hati) hmmm kalo ayah mah masih cocok2 aja kesana, mukanya masih ada chinese2nya -_-'",lagi jalan  ke ptc ayah ada pameran ayo aq ayo pameran apa ayah pameran budha budha gt aq dalam hati hmmm kalo ayah mah masih cocok  aja kesana mukanya masih ada chinese nya
2457,"HEBOH... Anies Bertemu Erdogan, Warganet: Gubernur rasa Presiden, Tidak Plonga Plongo; ; ""Ngobrolnya Nyambung. Gak Plonga Plongo. Pemimpin Muslim ya begini,"" komen warganet.; ; ð???ð???; ;",heboh anies beemu erdogan warganet gubernur rasa presiden tidak plonga plongo ngobrolnya nyambung gak plonga plongo pemimpin muslim ya begini komen warganet d d
2458,USER USER USER Kampang ini orang',kampang ini orang
2459,"Jiwa semuda itu jangan dilukai dengan penderitaan tak perlu, sekalipun cacat ayahnya sendiri. Dia hendaknya tetap mencintai aku dan memandang aku sebagai ayahnya yang mencintainya, tanpa melalui suara dan pandang orang lain...\nPramoedya ananta Toer'",jiwa semuda itu jangan dilukai dengan penderitaan tak perlu sekalipun cacat ayahnya sendiri dia hendaknya tetap mencintai aku dan memandang aku sebagai ayahnya yang mencintainya tanpa melalui suara dan pandang orang lain pramoedya ananta toer
2460,"Pas Olivia nongol,\n""Lucu bangettttttt setan""\n\nSHUUUSH \xe2\x98\x9d\xef\xb8\x8f\n\nOke.'",pas olivia nongol lucu bangettttttt setan shuuush oke
2461,RT USER: Imam : rapatkan saf luruskan saf\nSenior: *panggil junior masuk\nJunior : *buat bodo \n\nSenior: URL,imam rapatkan saf luruskan saf senior panggil junior masuk junior buat bodo senior url
2462,USER USER USER USER USER USER USER Percuma jk ujung2nya yg kluar hanyalah cocoklogi yg dipaksakan utk membenarkan kalimat USER yg kentara jelas penghinaan pada kitab suci.; Agama manapun tak ak,percuma jk ujung nya yg kluar hanyalah cocoklogi yg dipaksakan utk membenarkan kalimat yg kentara jelas penghinaan pada kitab suci agama manapun tak ak
2463,Faham betui betui maksud menegakkan agama Allah dengan berjihad sepenuhnya,faham betui betui maksud menegakkan agama allah dengan berjihad sepenuhnya
2464,Muslim Rohingya berusia 80 tahun ini harus lari dari persekusi Teroris Budha!,muslim rohingya berusia    tahun ini harus lari dari persekusi teroris budha
2465,gerombolan yang bergabung di partai sinting indonesia (psi) mayoritas pendukung penista islam AHOK LAKNATULLAH URL,gerombolan yang bergabung di paai sinting indonesia psi mayoritas pendukung penista islam ahok laknatullah url
